total_return,sharpe_ratio,annual_return,total_trades,symbol
0.5291531881149043,0.3757464178728011,7.6331750487597,1,sh.600000
-0.23162083057891578,-0.22104533770856827,-4.460676280163959,1,sh.600004
0.7482419080797813,0.3411002090402763,10.15839103228265,1,sh.600006
0.7903591373174783,0.6632343624011255,10.61351471922743,1,sh.600007
0.2510829059284575,0.2721121401265371,3.9559974132880926,1,sh.600008
-0.45970703562390364,-0.3879852428601629,-10.113907889765706,1,sh.600009
0.9679689030554495,0.39096543864588457,12.44049407437651,1,sh.600010
0.7616198597350725,0.3442603252656159,10.30392808263763,1,sh.600011
2.5417408877428853,0.9561260019059492,24.48645003347883,1,sh.600012
0.42262387047232447,0.3456957388111251,6.295424962388736,1,sh.600015
-0.040061895842222875,-0.07200734791287282,-0.7056354439138212,1,sh.600016
0.3072563727595295,0.47575372775821934,4.749800647323757,1,sh.600017
0.4061222907586192,0.42584733935188296,6.080849593188317,1,sh.600018
1.0247062495899228,0.8479795264557279,12.995367535206922,1,sh.600019
0.25625332086977154,0.30370226241834436,4.030279765633961,1,sh.600020
1.77312948458169,0.5242217797014458,19.3220216771701,1,sh.600021
0.2447040247103368,0.28280686523965815,3.8640027117994165,1,sh.600022
0.7038215327426337,0.6120264590158719,9.668448692303578,1,sh.600023
1.6242122487938881,1.0296841972284383,18.186777629744522,1,sh.600025
0.6785667705328133,0.34823308164409994,9.385168880149825,1,sh.600026
0.8924037934149345,0.5207433512030495,11.680577123600898,1,sh.600027
0.8931169189824563,0.8175743535383876,11.6878649790203,1,sh.600028
0.4923775886499998,0.4944717924245273,7.1803268297143426,1,sh.600029
0.4734615161273311,0.3635021824288535,6.943793560167966,1,sh.600030
0.35453480413977845,0.2667166245041741,5.396336097672389,1,sh.600031
-0.29617685977948494,-0.22710012403298324,-7.59844140063344,1,sh.600032
0.8057914449082269,1.0608770685791395,10.778063334341683,1,sh.600033
0.48144385209365426,0.5411910332817305,7.043911941591155,1,sh.600035
0.5723116623823653,0.39691679018056014,8.153276582482262,1,sh.600036
-0.10587482988011675,-0.6488840927063275,-1.9195635934294668,1,sh.600037
-0.061329407924469705,0.065737690406356,-1.0901822466864397,1,sh.600038
3.3854471240250428,0.6175859214676664,29.179665716518503,1,sh.600039
-0.4199270186709728,-0.5691992948735871,-9.001094648132693,1,sh.600048
0.12709278493412,0.14109110192402097,2.093760428932658,1,sh.600050
0.09129535663667994,0.0959417965345835,1.5246383592716768,1,sh.600051
0.18921774352190143,0.17927143949323118,3.0469069917596965,1,sh.600052
-0.17539730153207406,-0.16015072728371352,-3.284977681396585,1,sh.600053
0.3620029041055069,0.40965135593330365,5.496750344782274,1,sh.600054
0.10388791750370555,0.16783503443326855,1.7265766111880723,1,sh.600055
0.038703576343731984,0.1361236889561284,0.6598506694517924,1,sh.600056
1.289583795768707,0.6837942809903638,15.427250200540502,1,sh.600057
0.6060900512201379,0.40177899799380806,8.552166788268563,1,sh.600058
0.3081392760164097,0.23183600915750133,4.762050246522612,1,sh.600059
0.9333330983103165,0.5890416671313736,12.095231282207479,1,sh.600060
0.03400458189777404,0.016641102790037606,0.580833616237991,1,sh.600061
0.6089801894318225,0.6062098524090195,8.58597342143855,1,sh.600062
0.688217710918817,0.3879632472118942,9.493835741299977,1,sh.600063
0.8510475744504251,0.7959266615380138,11.253996873903303,1,sh.600064
2.226588570482569,0.6160436938243956,22.493287945319317,1,sh.600066
0.19675651971940272,0.1854069839640133,3.1597505385234035,1,sh.600067
1.28044086905,0.3824351698539732,15.347286535329898,1,sh.600071
0.06849621085037069,0.11854772457372895,1.1540702354157681,1,sh.600072
-0.14173087506013485,-0.20332196213323028,-2.6123554150081625,1,sh.600073
0.08301023423639563,0.1305492979005284,1.390722239597316,1,sh.600075
-0.10696144954999996,-0.016436239465895452,-1.9402182261163685,1,sh.600076
0.8261038761756956,0.3744586049874486,10.992883564058053,1,sh.600078
0.3818447821942001,0.25639037125695674,5.761344976114467,1,sh.600079
0.1959463464130176,0.18206832728127845,3.1476517597866827,1,sh.600080
0.1791267649490401,0.1830298671658219,2.8949316636235003,1,sh.600081
0.13789697680626836,0.14665723546241213,2.26259249338519,1,sh.600082
1.1121468168000002,0.4721663115029241,13.825843046131633,1,sh.600084
0.336234137158049,0.24559066926430478,5.148320622752625,1,sh.600085
0.15700407695979463,0.16190555745639143,2.557952448843283,1,sh.600088
2.8099841422400043,0.7077264277502613,26.070506353579898,1,sh.600089
-0.34729602107460117,-0.3380001163619338,-7.122691742019082,1,sh.600094
0.1701558349872232,0.1889245446441362,2.758919219422797,1,sh.600095
5.433618252469569,0.6762945459319709,38.04514015782594,1,sh.600096
0.2723818269263428,0.48589796606330543,4.260382103800165,1,sh.600097
0.2865285043088504,0.2821659976684316,4.460233215056605,1,sh.600098
0.6521005599332397,0.5837869940020294,9.08449336871748,1,sh.600099
0.0832885908917636,0.1345466900743099,1.3952351703810952,1,sh.600100
0.9733159377792452,0.8637191708194988,12.493346848411626,1,sh.600101
0.9880985586257823,0.5160732531034873,12.638851965718988,1,sh.600103
-0.12565748038316452,-0.0023007652719130517,-2.2988909994372806,1,sh.600104
4.189471907108326,0.47971580537543007,33.00145230665177,1,sh.600105
1.5470541139792011,0.7391497464058399,17.577477059516934,1,sh.600106
-0.0062822252500000465,0.09039183251489569,-0.10908921378314256,1,sh.600107
-0.05267837035092831,-0.20524506224113614,-0.9328986743846697,1,sh.600108
0.005860112206464983,0.08949190241374833,0.10124972131362342,1,sh.600109
0.4560493769952937,0.3470141709473779,6.723836324790497,1,sh.600110
3.8966397634490666,0.5795340472559328,31.670206143763796,1,sh.600111
9.024667413186414,0.5959716012810357,49.0668901300775,1,sh.600113
2.2104508250357218,0.6494859693413594,22.38695964310909,1,sh.600114
0.4244538924179354,0.34229011299724754,6.319094375681122,1,sh.600115
