total_return,sharpe_ratio,symbol,params
-0.22436831480313457,-0.46795132838748044,sh_603511,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sh_603511,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.0894510408980673,0.8710345070653075,sh_603511,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.2659152421897877,0.2879882637302285,sz_002727,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.25437820393719957,0.2820404455783847,sz_002727,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sz_002727,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.28329619917582777,0.2966009345859005,sz_002727,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
-0.14445995350934462,-0.24208348290415246,sz_002001,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.2265778837601401,-0.5903790020516633,sz_002001,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.12112103652809994,0.38668140249587624,sz_002001,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.14445995350934462,-0.24208348290415246,sz_002001,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.10960450924999997,0.17600589783575926,sz_000010,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.12514906695000028,-0.5879955772650817,sz_000010,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.21608812894999996,0.4704771573726933,sz_000010,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.17118139964999995,0.24422157539392866,sz_000010,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.5371913543201767,0.7989688448015053,sh_603386,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.4391285750603408,0.47143906261137847,sh_603386,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sh_603386,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.5371913543201767,0.7989688448015053,sh_603386,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
-0.20622998081870203,-0.1314099669234252,sh_688095,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.38133732771044976,-0.3043702695358427,sh_688095,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.024536421353934273,0.12407353868237682,sh_688095,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.2061199482505,-0.1311865200823078,sh_688095,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.1440676049528571,0.8153376666192601,sz_001336,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.10241895496843674,0.4615661937815222,sz_001336,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sz_001336,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.0,,sz_001336,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
-0.14283658087037374,-0.2870606922293505,sh_601319,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.14278014274679954,-0.2869721600160975,sh_601319,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
-0.005652008283213508,-0.1061568895424729,sh_601319,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.025492738530497154,-0.15544527303243666,sh_601319,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
1.0273217175620233,0.6177813662947839,sh_601015,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.8600575251126368,0.5752103648620246,sh_601015,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.12861997967605507,0.3977979879208049,sh_601015,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.016699122882565715,-1.3762731640250034,sh_601015,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.6490113065232409,0.6802951542722564,sz_002347,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.7069595528201322,0.9004895475814665,sz_002347,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sz_002347,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.6490190591058711,0.6802954986608348,sz_002347,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.03019284011337979,0.03855355835031204,sh_601118,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.08217327286698754,0.14065663598850903,sh_601118,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sh_601118,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.0,,sh_601118,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
-0.15495847780134792,-0.4996111604249135,sz_002165,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.04711233088306792,0.030836169470071412,sz_002165,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sz_002165,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.05897944149526578,-0.4254968996400219,sz_002165,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.2773998576999629,0.5090256240793525,sz_002034,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.3133439491499716,0.532894129774974,sz_002034,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sz_002034,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.04539763531981997,-1.086055416602943,sz_002034,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sz_301301,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
-0.005396790256200038,-4.705906483399727,sz_301301,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sz_301301,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
0.0,,sz_301301,"{'rsi_period': 21, 'rsi_oversold': 30, 'rsi_overbought': 70}"
1.2117438757348649,0.8268625053476718,sh_688618,"{'rsi_period': 14, 'rsi_oversold': 25, 'rsi_overbought': 75}"
1.0394308104559156,0.7325482806735993,sh_688618,"{'rsi_period': 14, 'rsi_oversold': 30, 'rsi_overbought': 70}"
0.0,,sh_688618,"{'rsi_period': 21, 'rsi_oversold': 25, 'rsi_overbought': 75}"
