total_return,sharpe_ratio,final_value,symbol
0.4132260189423664,0.3164895414000248,141322.60189423664,sh.600000
-0.22076154061100287,-0.21305463663018517,77923.84593889971,sh.600004
0.8332664371766205,0.3498143133279124,183326.64371766205,sh.600006
0.6158577081454667,0.5213013692146187,161585.77081454667,sh.600007
0.2616766977392058,0.2838076527810592,126167.66977392058,sh.600008
-0.26914089863737434,-0.2609140269628022,73085.91013626257,sh.600009
0.930321106489758,0.3835032542264202,193032.1106489758,sh.600010
0.6394157125015918,0.31558129905556925,163941.57125015918,sh.600011
0.016175806357200055,-1.2116103998833725,101617.58063572,sh.600012
0.30013958346030806,0.26200045336856864,130013.9583460308,sh.600015
0.06824418197989668,0.061578647946586296,106824.41819798967,sh.600016
0.2558529517320375,0.4260189508612814,125585.29517320375,sh.600017
0.33684209745602656,0.35689532525273976,133684.20974560265,sh.600018
1.0569951851307298,0.8478936215556498,205699.51851307298,sh.600019
0.43316430719657567,0.5561825462717715,143316.43071965757,sh.600020
1.9218829892548466,0.5447333789868913,292188.29892548465,sh.600021
0.2565112482298953,0.29302694473729146,125651.12482298953,sh.600022
0.6495323424162782,0.5729726936666248,164953.23424162783,sh.600023
1.513453569758724,0.9835548674779614,251345.3569758724,sh.600025
1.1349669987276358,0.474157361182403,213496.6998727636,sh.600026
0.8836823871389503,0.5138815599260212,188368.23871389503,sh.600027
0.819927672196363,0.7353972263351144,181992.7672196363,sh.600028
0.3210774607493999,0.3449537246131647,132107.74607494,sh.600029
0.3421661248413118,0.30834284775874826,134216.61248413118,sh.600030
0.21680270078153246,0.23195282369511577,121680.27007815325,sh.600031
-0.24673006265222125,-0.7536395717800596,75326.99373477788,sh.600032
0.9218972149643075,1.2199397159541636,192189.72149643075,sh.600033
0.6768918707320342,0.7225483203638392,167689.18707320341,sh.600035
0.45896454843687445,0.3715843244375294,145896.45484368745,sh.600036
0.0139924581720907,-0.07258780939946256,101399.24581720907,sh.600037
-0.15186728111800213,-0.6201687782549905,84813.27188819979,sh.600038
0.4307393508774988,0.4471639528081484,143073.93508774988,sh.600039
-0.3746463398779117,-0.4215646903582507,62535.36601220883,sh.600048
0.290844836935911,0.3662949151179324,129084.4836935911,sh.600050
0.022410047800076428,-0.05771844019345189,102241.00478000764,sh.600051
0.43652577365093576,0.29458923032156453,143652.57736509357,sh.600052
-0.07747140918326535,-0.10708091044307658,92252.85908167346,sh.600053
0.321041859771325,0.3545504200591084,132104.1859771325,sh.600054
0.35468349315489844,0.23710763142754723,135468.34931548985,sh.600055
0.342885008093754,0.24615180679290874,134288.5008093754,sh.600056
0.1618535118795518,0.1716229302295337,116185.35118795518,sh.600057
0.6040532163851409,0.40923258290220393,160405.32163851408,sh.600058
0.02960200049423467,-0.22528667804579877,102960.20004942347,sh.600059
1.3249012376442517,0.8064300413098592,232490.12376442517,sh.600060
0.15931639452056012,0.28704483313333096,115931.63945205601,sh.600061
0.0,,100000.0,sh.600062
0.12584714481044196,0.13305601262289712,112584.7144810442,sh.600063
0.693544740371223,0.771368947581501,169354.4740371223,sh.600064
2.5590550787847772,0.6621345261711213,355905.50787847774,sh.600066
0.2406418321633988,0.21036691065821142,124064.18321633988,sh.600067
-0.21016360347140028,-0.49117970649281745,78983.63965285997,sh.600071
0.1415723819961227,0.15338695081963466,114157.23819961227,sh.600072
-0.07875525306376978,-0.34685457269403613,92124.47469362302,sh.600073
-0.016745567737917737,-0.09384669694280305,98325.44322620823,sh.600075
0.018263414859400653,0.07666734080909635,101826.34148594007,sh.600076
1.4597665416469139,0.4599994911327411,245976.6541646914,sh.600078
0.01422452873801958,-0.018764952649496302,101422.45287380196,sh.600079
0.589882373839386,0.4350974470646169,158988.2373839386,sh.600080
0.35197146273632274,0.5443713038475044,135197.14627363227,sh.600081
0.16720613275862836,0.1686845389009239,116720.61327586284,sh.600082
-0.2558083057044003,-0.41139348940830506,74419.16942955997,sh.600084
-0.2460692833595985,-0.5105206162610216,75393.07166404015,sh.600085
0.46069618425102876,0.391636254359675,146069.61842510288,sh.600088
0.600341408159988,0.36774403370473185,160034.1408159988,sh.600089
-0.2106892533082809,-0.2793188785202197,78931.07466917191,sh.600094
0.2276872815455195,0.21177296993723516,122768.72815455195,sh.600095
0.9896766340940554,0.5617228425344528,198967.66340940553,sh.600096
0.6207336693094435,0.5116573618864474,162073.36693094435,sh.600097
0.30253919477534813,0.46942348333352935,130253.91947753482,sh.600098
0.7408615322101486,0.6719759170817965,174086.15322101486,sh.600099
0.2951209306217132,0.24086726205622713,129512.09306217132,sh.600100
0.9835979268206999,0.8883293905002413,198359.79268207,sh.600101
0.8672235113367406,0.5522009606423759,186722.35113367406,sh.600103
0.011436037200895371,0.10255344909520393,101143.60372008954,sh.600104
4.026120790916839,0.48055572156060594,502612.0790916839,sh.600105
1.561035687942405,0.7450050223870569,256103.5687942405,sh.600106
-0.18036568218739937,-0.08846594760032711,81963.43178126006,sh.600107
0.19618674188972188,0.20745908467217716,119618.67418897219,sh.600108
0.18494486081959768,0.19118183046325116,118494.48608195977,sh.600109
-0.20550533642883295,-0.061345039402772694,79449.4663571167,sh.600110
0.3174730730986473,0.23480767392196078,131747.30730986473,sh.600111
9.713923241254113,0.6177141557648853,1071392.3241254112,sh.600113
2.785577430915657,0.7533718434094471,378557.7430915657,sh.600114
0.24744163317846468,0.2317194243439891,124744.16331784647,sh.600115
-0.1694056937812413,-1.2015282472392113,83059.43062187587,sh.600116
0.2677213357386002,0.38896422861431995,126772.13357386002,sh.600117
2.8484502193941186,0.4895716669350661,384845.0219394119,sh.600118
0.24029552696919984,0.2544329717815704,124029.55269691999,sh.600119
0.4129793330580104,0.37309727649736374,141297.93330580104,sh.600120
0.017744421506400102,-0.004473701242718419,101774.44215064001,sh.600121
0.7069967838285637,0.4058119240186122,170699.67838285636,sh.600123
0.358292427405137,0.5020255011509321,135829.2427405137,sh.600125
0.4113762109955039,0.29246365487701875,141137.6210995504,sh.600126
-0.1809571657937998,-1.2078000168398433,81904.28342062002,sh.600127
0.7479436924838013,0.6398978045995541,174794.36924838013,sh.600128
-0.44694418079567155,-0.4094764530610269,55305.58192043284,sh.600129
0.31490859406380073,0.3573889551288468,131490.85940638007,sh.600130
0.127510002406291,0.15317441959888253,112751.0002406291,sh.600131
-0.29474672397746265,-0.6941785647406531,70525.32760225373,sh.600132
0.0,,100000.0,sh.600133
0.8365333739734249,0.4719746189439245,183653.3373973425,sh.600135
-0.6676923705773998,-0.46238872656560426,33230.76294226001,sh.600136
0.40577915825356814,0.3631489349961996,140577.91582535682,sh.600137
-0.029952130744967435,0.01938561457959668,97004.78692550326,sh.600138
0.2509743669648361,0.2293045628012959,125097.43669648361,sh.600141
0.1672314043352357,0.17751593470368193,116723.14043352357,sh.600143
0.5805100292936427,0.45411453054340356,158051.00292936427,sh.600148
0.02753312274780008,0.04654562278669226,102753.31227478001,sh.600149
1.0662664686606094,0.6085465959738063,206626.64686606094,sh.600150
0.7408206583698,0.35168341342862336,174082.06583698,sh.600151
0.4577732998056003,0.2940189450365638,145777.32998056003,sh.600152
0.6898791117692593,0.45387986545407744,168987.91117692593,sh.600153
-0.22484810817419945,-0.21200265874218915,77515.18918258006,sh.600155
1.0513940834700244,0.5935245483423531,205139.40834700243,sh.600156
0.09761494854237389,0.10195338937405712,109761.49485423739,sh.600157
-0.03205550378334854,-0.2699520720085537,96794.44962166515,sh.600158
0.27719766872828755,0.27205577677077614,127719.76687282875,sh.600159
1.0599052877841189,0.6352047982387056,205990.52877841188,sh.600160
0.12164088813450741,0.13668454130225538,112164.08881345074,sh.600161
0.20210874052789907,0.29523942959912314,120210.8740527899,sh.600162
-0.01271387917490225,-0.002999702497160645,98728.61208250978,sh.600163
0.06929241925245443,0.26989542094887464,106929.24192524544,sh.600165
-0.013314770051799568,-0.14677655793497607,98668.52299482004,sh.600166
-0.2773046100639044,-0.38531616592664464,72269.53899360956,sh.600167
0.16823930712972665,0.2354028944965768,116823.93071297267,sh.600168
0.17350433887979946,0.18467265658450274,117350.43388797995,sh.600169
0.03933544209590487,0.04975502131178622,103933.54420959049,sh.600170
0.7674833172323234,0.3185458168937434,176748.33172323235,sh.600171
1.1186740229846002,0.39775280285691683,211867.40229846002,sh.600172
0.4996085235476232,0.31852880405081563,149960.85235476232,sh.600173
1.5868518580371183,0.47375751073704075,258685.18580371182,sh.600176
0.5690923260377208,0.4661530795680537,156909.23260377208,sh.600177
1.236229826813895,0.4168357433787359,223622.9826813895,sh.600178
0.5639730990639367,0.32661260231586575,156397.30990639367,sh.600179
-0.24156616296044434,-0.18313298195316677,75843.38370395557,sh.600180
0.20222284513221267,0.26781652971806336,120222.28451322127,sh.600182
2.4273715888586307,0.5139490202304049,342737.1588858631,sh.600183
0.6317935314488364,0.3674672243869417,163179.35314488364,sh.600184
0.5787461650999027,0.3710531167875349,157874.61650999027,sh.600185
1.7085966299554007,0.5475458462640475,270859.6629955401,sh.600186
0.16490786775360045,0.1660805052306934,116490.78677536004,sh.600187
0.03138664464721645,-0.274148106306365,103138.66446472165,sh.600188
0.09133806274079995,0.12616646359848296,109133.80627408,sh.600189
1.4276524065790643,0.5891452438920051,242765.24065790643,sh.600191
1.4468749096175997,0.6458901983239794,244687.49096175996,sh.600192
-0.16264011036597453,-0.07938042382750907,83735.98896340255,sh.600195
-0.19661983961065868,-0.2030911977220217,80338.01603893413,sh.600196
-0.17651635523076575,-0.23460441854476294,82348.36447692342,sh.600197
0.0635186063722006,0.10040419323078462,106351.86063722006,sh.600198
-0.18051433159099994,0.04463099680413798,81948.5668409,sh.600199
-0.15086483369241716,0.053336221439865765,84913.51663075828,sh.600201
0.3439413113385925,0.3176277804870165,134394.13113385925,sh.600202
0.8472820666616337,0.6060224247196505,184728.20666616337,sh.600203
0.6341071843967747,0.6446624738328671,163410.71843967747,sh.600206
-0.12915761310259957,-0.25567923227684397,87084.23868974004,sh.600207
0.4729358617979547,0.4212815687502553,147293.58617979547,sh.600208
0.6948843541150621,0.5981932647427974,169488.43541150622,sh.600210
0.9218608750212423,0.8401910685688141,192186.08750212422,sh.600211
1.1856405376515997,0.5282806424286015,218564.05376515997,sh.600212
0.32434960023571796,0.26202798624347673,132434.9600235718,sh.600215
0.1846530282333349,0.17834991996918026,118465.30282333349,sh.600216
-0.0006356154557378614,-0.004376378882784928,99936.43845442621,sh.600217
0.11267039534437062,0.12216685297877643,111267.03953443706,sh.600218
0.6140580241474838,0.42180219702660443,161405.80241474838,sh.600219
0.1738276268972001,0.19131032442300078,117382.76268972001,sh.600221
0.39166920221584384,0.26799314180424744,139166.92022158438,sh.600222
0.1881110081084988,0.17447852492903554,118811.10081084988,sh.600223
1.2794704148536005,0.5045256401313287,227947.04148536004,sh.600226
-0.008473261736799905,0.04309425406999497,99152.67382632001,sh.600227
-0.27932109046679937,-0.6313368201556446,72067.89095332006,sh.600228
0.15642327333260692,0.18928956071776268,115642.32733326069,sh.600229
0.19953572089844848,0.20142404071434655,119953.57208984485,sh.600230
0.030965051233799896,-0.004038234491352784,103096.50512337999,sh.600231
0.9482804710126185,0.6667451478995768,194828.04710126185,sh.600232
