date,open,high,low,close,volume,amount
2020-01-02,12.4763892,12.74103988,12.45748558,12.53310006,2040300,27122702.0
2020-01-03,12.54255187,12.82610617,12.42913015,12.58981092,2432472,32504398.0
2020-01-06,12.5709073,13.10966047,12.5709073,12.74103988,3945900,53543683.0
2020-01-07,12.61816635,12.73158807,12.42913015,12.58981092,3821607,50673646.0
2020-01-08,12.64652178,12.79775074,12.3818711,12.43858196,2430283,32284731.0
2020-01-09,12.287353,12.58981092,12.287353,12.50474463,2812101,37116944.0
2020-01-10,12.59926273,12.62761816,12.36296748,12.42913015,2040728,26937199.0
2020-01-13,12.42913015,12.49529282,12.26844938,12.4763892,1782600,23338618.0
2020-01-14,12.49529282,12.72213626,12.44803377,12.53310006,1919982,25516621.0
2020-01-15,12.53310006,12.54255187,12.35351567,12.43858196,1328672,17462103.0
2020-01-16,12.44803377,12.55200368,12.27790119,12.31570843,1595100,20916871.0
2020-01-17,12.35351567,12.40077472,12.1928349,12.21173852,1476945,19189679.0
2020-01-20,12.24009395,12.31570843,12.12667223,12.31570843,1262017,16316173.0
2020-01-21,12.37241929,12.3818711,12.12667223,12.24954576,1316025,17061190.0
2020-01-22,12.20228671,12.30625662,12.01325051,12.18338309,1350961,17375435.0
2020-01-23,12.18338309,12.1928349,11.65408173,11.79585888,1907160,24119019.0
2020-02-03,10.61438263,10.61438263,10.61438263,10.61438263,684100,7682443.0
2020-02-04,9.67865344,10.46315367,9.67865344,10.22685842,1999753,21666577.0
2020-02-05,10.34028014,10.57657539,10.28356928,10.42534643,1560012,17242994.0
2020-02-06,10.51041272,10.64273806,10.41589462,10.56712358,1644100,18318496.0
2020-02-07,10.56712358,10.5860272,10.396991,10.54821996,1997651,22168494.0
2020-02-10,10.53876815,10.75615978,10.45370186,10.68999711,1649901,18501329.0
2020-02-11,10.74670797,10.82232245,10.57657539,10.6805453,1818800,20563551.0
2020-02-12,10.64273806,10.79396702,10.5860272,10.7750634,1542500,17475547.0
2020-02-13,10.7750634,10.83177426,10.5860272,10.5860272,1863400,21118874.0
2020-02-14,10.5860272,10.65218987,10.4915091,10.56712358,1115900,12467085.0
2020-02-17,10.56712358,10.8695815,10.54821996,10.85067788,2139507,24363903.0
2020-02-18,10.90738874,11.04916589,10.82232245,11.03026227,2212600,25586343.0
2020-02-19,11.02081046,11.0586177,10.89793693,10.92629236,1674700,19459925.0
2020-02-20,10.99245503,11.12478037,10.89793693,11.12478037,2410758,28114911.0
2020-02-21,11.21929847,11.21929847,11.08697313,11.13423218,2249751,26477841.0
2020-02-24,11.03971408,11.12478037,10.88848512,11.04916589,2267737,26358715.0
2020-02-25,10.70890073,10.82232245,10.50096091,10.80341883,3075651,34790048.0
2020-02-26,10.63328625,10.84122607,10.59547901,10.73725616,2309576,26245070.0
2020-02-27,10.73725616,10.85067788,10.65218987,10.82232245,1727700,19708104.0
2020-02-28,10.66164168,10.66164168,10.3024729,10.32137652,2864400,31695301.0
2020-03-02,10.27411747,10.76561159,10.26466566,10.73725616,1822900,20448978.0
2020-03-03,10.92629236,10.93574417,10.61438263,10.6805453,2039100,23280195.0
2020-03-04,10.72780435,10.81287064,10.5860272,10.79396702,1663912,18877746.0
2020-03-05,10.88848512,11.00190684,10.79396702,11.00190684,2891904,33357068.0
2020-03-06,10.72780435,11.20039485,10.6805453,11.09642494,2835613,33088873.0
2020-03-09,10.81287064,10.91684055,10.70890073,10.72780435,2492100,28488307.0
2020-03-10,10.59547901,10.79396702,10.26466566,10.76561159,3642376,40758347.0
2020-03-11,10.7750634,10.98300322,10.70890073,10.70890073,3090200,35406223.0
2020-03-12,10.64273806,10.64273806,10.32137652,10.51986453,2497300,27644575.0
2020-03-13,10.10398489,10.4915091,9.9244005,10.48205729,2053237,22332449.0
2020-03-16,10.52931634,10.59547901,10.13234032,10.15124394,1524000,16758039.0
2020-03-17,10.25521385,10.29302109,9.45181,10.17959937,1778650,18715169.0
2020-03-18,10.16069575,10.31192471,10.07562946,10.19850299,2012825,21777555.0
2020-03-19,10.10398489,10.31192471,10.0189186,10.31192471,1360432,14664230.0
2020-03-20,10.44425005,10.60493082,10.34973195,10.54821996,1389100,15415106.0
2020-03-23,10.396991,10.83177426,10.396991,10.65218987,3294800,37277748.0
2020-03-24,10.78451521,10.92629236,10.67109349,10.91684055,3123125,35697851.0
2020-03-25,11.0586177,11.09642494,10.74670797,10.99245503,3161200,36566914.0
2020-03-26,10.89793693,11.04916589,10.82232245,10.88848512,2094725,24228822.0
2020-03-27,11.06806951,11.06806951,10.85067788,10.9640996,2379701,27575805.0
2020-03-30,10.94519598,11.5312082,10.70890073,11.5312082,1605475,18658007.0
2020-03-31,11.29491295,12.67487721,11.10587675,12.05105775,14010124,176323044.0
2020-04-01,11.6257263,11.6257263,10.85067788,10.94519598,9400082,110482109.0
2020-04-02,10.5860272,10.83177426,10.3024729,10.72780435,5295375,59029526.0
2020-04-03,10.70890073,10.73725616,10.34973195,10.36863557,3717555,41225358.0
2020-04-07,10.43479824,10.63328625,10.41589462,10.51986453,2777712,30838013.0
2020-04-08,10.43479824,10.51986453,10.37808738,10.48205729,2162815,23885925.0
2020-04-09,10.56712358,10.56712358,10.46315367,10.4915091,1808503,20092364.0
2020-04-10,10.50096091,10.50096091,10.17014756,10.26466566,2001704,21892478.0
2020-04-13,10.34973195,10.45370186,10.28356928,10.35918376,1229200,13492408.0
2020-04-14,10.37808738,10.44425005,10.33082833,10.44425005,1293650,14222772.0
2020-04-15,10.47260548,10.4915091,10.28356928,10.33082833,1523263,16711084.0
2020-04-16,10.26466566,10.37808738,10.26466566,10.28356928,987100,10750202.0
2020-04-17,10.33082833,10.45370186,10.28356928,10.28356928,1357100,14860423.0
2020-04-20,10.21740661,10.47260548,10.2079548,10.43479824,1750363,19249838.0
2020-04-21,10.31192471,10.50096091,10.26466566,10.4915091,1468412,16150880.0
2020-04-22,10.36863557,10.62383444,10.35918376,10.57657539,2094939,23278576.0
