date,open,high,low,close,volume,amount
2020-01-02,17.94273542,18.03077632,17.73143726,17.88991088,9934211,202012745.41
2020-01-03,17.95153951,18.02197223,17.7842618,17.89871497,7764007,157749543.47
2020-01-06,17.74904544,18.16283767,17.54655137,17.82828225,10360481,210839958.05
2020-01-07,17.9603436,18.38293992,17.86349861,18.30370311,11702199,242198856.18
2020-01-08,18.16283767,18.25968266,17.91632315,17.92512724,8565986,175826812.39
2020-01-09,18.1364254,18.47978491,18.09240495,18.41815628,8373396,174055286.03
2020-01-10,18.47978491,18.50619718,18.19805403,18.25968266,7034938,146255641.24
2020-01-13,18.20685812,18.29489902,17.98675587,18.27729084,9517117,195900837.01
2020-01-14,18.27729084,18.45337264,18.00436405,18.11001313,8908068,183767048.3
2020-01-15,18.11881722,18.44456855,18.00436405,18.10120904,7520009,155400218.6
2020-01-16,18.11001313,18.20685812,17.88110679,18.08360086,4857017,99422897.17
2020-01-17,18.10120904,18.43576446,17.91632315,18.26848675,9015615,186760280.35
2020-01-20,18.50619718,18.88477305,18.2244663,18.84955669,14819389,313104356.5
2020-01-21,19.5450798,20.20538655,19.26334892,19.90604749,38271908,856529796.75
2020-01-22,20.27581927,20.3374479,19.44823481,19.5450798,25766685,578871469.88
2020-01-23,20.15256201,21.49078369,19.71235751,21.49078369,50226443,1166855260.66
2020-02-03,23.63898165,23.63898165,22.5384704,23.63898165,78800598,2107540277.56
2020-02-04,23.66539392,25.86641642,22.5384704,25.23252194,98893949,2730891458.91
2020-02-05,24.5634111,26.2361882,24.2112475,25.60229372,92875714,2671889709.28
2020-02-06,25.67272644,28.06743892,25.1796974,27.30148309,85299096,2600760697.02
2020-02-07,27.30148309,28.30514935,25.23252194,25.72555098,85722565,2588601932.15
2020-02-10,26.39466182,27.08138084,24.29048431,24.79231744,76720501,2194576478.73
2020-02-11,24.64264791,25.42621192,23.86788799,25.25893421,62011690,1741974484.47
2020-02-12,24.651452,25.30295466,24.41374157,24.90677061,42319559,1194263125.47
2020-02-13,24.9155747,25.2677383,24.15842296,24.5634111,36612106,1022536359.8
2020-02-14,24.5634111,24.58101928,23.91190844,23.93832071,33475069,916223075.2
2020-02-17,23.85027981,24.58982337,23.75343482,24.45776202,33533976,928555993.63
2020-02-18,24.69547245,26.28901274,24.69547245,25.58468554,47140102,1376063324.37
2020-02-19,25.39979965,25.57588145,24.3873293,24.45776202,34736075,983352691.1
2020-02-20,24.66906018,24.89796652,24.2112475,24.72188472,28304330,788892447.81
2020-02-21,24.9155747,26.39466182,24.66906018,26.1481473,51337328,1502021387.77
2020-02-24,27.25746264,28.76296203,26.91410313,28.76296203,61136418,1948539515.04
2020-02-25,29.52011377,30.77909864,28.04983074,29.10632154,76587293,2565073370.31
2020-02-26,29.60815467,29.83706101,27.7328835,28.39319025,56113994,1819192487.95
2020-02-27,28.62209659,29.7578242,27.30148309,29.10632154,46516154,1498511937.29
2020-02-28,28.7013334,31.56266265,28.55166387,30.57660457,66892025,2287280161.43
2020-03-02,30.56780048,31.38658085,29.27359925,30.5501923,61102293,2101431092.94
2020-03-03,30.59421275,31.86200171,30.03955508,30.1099878,56300867,1974954185.3
2020-03-04,29.92510191,30.5501923,27.9970062,28.22591254,50405850,1649455907.4
2020-03-05,28.41960252,28.67492113,27.36311172,28.21710845,40225246,1281399868.9
2020-03-06,28.4372107,29.17675426,28.06743892,28.37558207,33736773,1097334254.41
2020-03-09,29.053497,30.67344956,28.16428391,29.09751745,60915856,2030217566.51
2020-03-10,27.71527532,28.3491698,26.19216775,27.61843033,50680109,1560700647.64
2020-03-11,27.7328835,28.56927205,26.75562951,27.39832808,37185830,1162819937.36
2020-03-12,27.76809986,28.32275753,26.03369413,26.19216775,35624737,1089930153.68
2020-03-13,24.35211294,25.50544873,24.2112475,25.16208922,39393354,1117568909.93
2020-03-16,25.77837552,27.14300947,25.45262419,26.01608595,52377658,1568758528.58
2020-03-17,26.42107409,26.47389863,24.35211294,25.52305691,37336664,1070059991.58
2020-03-18,25.52305691,26.08651867,24.67786427,24.67786427,26252905,758141043.42
2020-03-19,24.70427654,24.89796652,23.47170394,24.16722705,29822634,817969443.67
2020-03-20,24.60743155,26.0601064,24.4753702,25.87522051,37225586,1080078575.05
2020-03-23,26.90529904,28.06743892,26.49150681,27.25746264,59981777,1862666441.24
2020-03-24,27.2046381,28.39319025,26.70280497,27.34550354,43861361,1367391372.62
2020-03-25,28.06743892,30.08357553,27.74168759,30.08357553,57453447,1893009958.94
2020-03-26,31.2545195,33.09457431,31.01680907,33.09457431,101775705,3746077685.23
2020-03-27,33.44673791,34.82017595,32.24057758,33.5435829,111928155,4263847814.59
2020-03-30,35.20755591,36.89794119,33.05935795,33.56119108,134247502,5371842542.11
2020-03-31,32.3110103,33.72846879,31.08724179,31.94123852,101727572,3730570619.55
2020-04-01,32.00286715,32.3990512,30.5501923,31.01680907,105752704,3768285664.57
2020-04-02,31.80037308,34.11584875,31.4306013,34.11584875,142371796,5254672476.77
2020-04-03,34.6000737,36.5369735,33.64923198,35.41004998,148256999,5949828089.39
2020-04-07,36.096769,36.25524262,33.79009742,35.19875182,132922957,5328142368.5
2020-04-08,34.335951,34.78495959,33.17381112,33.27065611,118220429,4523816791.37
2020-04-09,32.76001889,35.7446054,32.31981439,34.99625775,124144170,4828870472.55
2020-04-10,34.335951,34.93462912,33.2794602,33.37630519,78352363,3019342244.44
2020-04-13,33.5435829,34.41518781,32.90968842,33.20022339,59091303,2258024944.59
2020-04-14,33.3675011,33.3675011,32.06449578,32.88327615,62196268,2303373807.54
2020-04-15,32.80403934,34.83778413,32.59274118,33.50836654,84878552,3271635122.07
2020-04-16,32.76001889,34.18628147,32.30220621,33.455542,73103087,2753434519.38
2020-04-17,33.2794602,33.79009742,32.56632891,32.85686388,56475407,2115448024.85
2020-04-20,33.05935795,35.63895632,32.9272966,34.6881146,103605315,4057311671.07
2020-04-21,34.52964098,34.6000737,33.32348065,33.52597472,67099748,2583446566.25
2020-04-22,32.91849251,33.1033784,32.27579394,33.00653341,55115806,2043567840.39
2020-04-23,33.32348065,34.22149783,32.7512148,32.81284343,57982062,2205643145.45
2020-04-24,32.3990512,32.53111255,31.6066831,31.62429128,56358096,2045287721.19
2020-04-27,31.62429128,31.83558944,30.48856367,30.99920089,38220031,1349306976.47
2020-04-28,31.03441725,31.38658085,29.38805242,30.3741105,35714557,1233611197.57
2020-04-29,30.3741105,30.96398453,30.04835917,30.20683279,27732209,960390590.3
2020-04-30,30.31248187,30.59421275,29.96912236,30.5501923,30616738,1056065275.46
2020-05-06,30.47975958,30.9903968,30.03955508,30.95518044,34384661,1200251341.74
2020-05-07,31.11365406,31.65070355,30.47095549,31.05202543,34194326,1209547312.47
2020-05-08,31.2545195,31.2545195,30.55899639,30.80551091,26671023,931716149.69
2020-05-11,30.79670682,31.04322134,30.42693504,30.80551091,31530773,1098682147.0
2020-05-12,30.62062502,30.9903968,30.55899639,30.67344956,23950228,836323609.01
2020-05-13,30.67344956,31.65070355,30.67344956,31.31614813,37102559,1313473710.08
2020-05-14,30.91115999,31.06963361,30.09237962,30.10118371,31830051,1103172486.08
2020-05-15,30.4621514,30.4621514,29.30001152,29.32642379,36659753,1234538363.8
2020-05-18,29.053497,29.74902011,28.59568432,29.43207287,25812273,857291300.1
2020-05-19,29.50250559,29.74021602,29.06230109,29.22077471,21561804,716466005.93
2020-05-20,29.39009402,29.5861468,28.25833479,28.34744969,33025112,1064659259.47
2020-05-21,28.7841127,30.87831285,28.76628972,29.96934087,65605409,2210625210.13
2020-05-22,29.4970319,29.4970319,27.99099009,28.10683946,42162381,1352626927.94
2020-05-25,27.74146837,28.10683946,27.14439854,27.21569046,29246981,901884301.73
2020-05-26,27.40283175,28.63261737,27.27807089,28.50785651,33811183,1067720998.2
2020-05-27,28.516768,28.59697141,27.78602582,27.84840625,21642754,681989832.23
2020-05-28,27.92860966,28.0711935,26.77902745,27.34045132,23576519,722752429.67
2020-05-29,27.4473892,28.29398075,27.39392026,27.73255688,25112573,785880829.08
2020-06-01,28.16921989,28.80193568,27.9820786,28.516768,32519651,1040131570.42
2020-06-02,28.54350247,28.64152886,28.01772456,28.43656459,25492798,809037113.7
2020-06-03,28.45438757,30.26342004,28.45438757,29.11383783,46124056,1527528698.17
2020-06-04,29.33662508,29.33662508,28.31180373,28.53459098,26732904,856117996.04
2020-06-05,28.49894502,28.49894502,27.75037986,27.99099009,20207079,635575315.36
2020-06-08,27.99990158,28.47221055,27.87514072,28.14248542,14460206,456643361.76
2020-06-09,28.26724628,28.64152886,27.8038488,28.6058829,21199534,674068475.08
2020-06-10,28.40983012,29.99607534,28.35636118,29.65743872,46622676,1549286559.63
2020-06-11,29.72873064,30.08519024,29.33662508,29.51485488,32284869,1077990963.55
2020-06-12,29.18512975,31.79619632,29.18512975,31.64470099,66876809,2339743919.45
2020-06-15,33.4180875,33.85475051,31.74272738,32.05462953,74164856,2710942501.31
2020-06-16,31.64470099,31.92095718,30.90504732,31.58232056,49115515,1730550588.04
2020-06-17,31.61796652,32.66952234,31.43973672,32.03680655,48865781,1764232413.35
2020-06-18,31.71599291,31.71599291,30.299066,30.48620729,47144478,1625974803.11
2020-06-19,30.3881809,30.82484391,30.12974769,30.51294176,23360264,800665206.33
2020-06-22,30.5664107,30.85157838,30.16539365,30.45947282,24372560,831886809.75
